"Collection","Sample","Species","Plant_height","Veg_height","Leaf_width","Leaf_length","Sheath_length","Leaf_roll","Leaf_dry","Internode_dist","Culm_diam","Inflor_length","Spikelet_no","Pedicel_length_epu","Glume_length_outer","Glume_length_inner","Spikelet_width","Spikelet_length","Lemma_outer_length","Lemma_inner_length","Striation_no","Lemma_tip","Hair_tuft"
1593,5,"E_setacea_setacea",440,395,1.24,35.77,10.19,1,0,10.77,1.09,14.44,4,6,45,48,14,48,17,44.5,0,2,0
1595,3,"E_setacea_setacea",375,285,2.78,37,11.99,0,0,8.33,1.06,28.2,6,12,68.5,71,17,73,30.5,71,0,2,0
1595,1,"E_setacea_setacea",470,355,1.28,43.17,13.33,0,0,16.86,0.91,28.74,5,16.5,77,75,15,73,31,72,0,2,0
1600,1,"E_setacea_setacea",330,250,2.33,66.54,13.19,1,0,14.23,1.47,31.78,7,28,60,57,21,75,28,71.5,0,2,0
1600,3,"E_setacea_setacea",260,205,2.96,38.38,11.71,0,0,33.75,1.35,26.57,6,24,61,59,20,72,28.5,71,0,2,0
1614,2,"E_setacea_setacea",280,260,1.05,57,17.6,1,0,14.93,0.97,27.05,4,31,74,58,19,69,25,65.5,0,2,0
1614,3,"E_setacea_setacea",270,230,1.26,56.83,13.85,1,0,10.27,0.75,22.05,4,21,54,47,16,60,22,58,0,2,0
1617,2,"E_setacea_setacea",890,765,1.46,63.92,21.08,1,0,23.29,1.35,39.41,8,44,62,49,18,63,15,62,0,2,0
1617,1,"E_setacea_setacea",470,365,2.7,90.69,20.74,1,0,14.07,1.45,40.21,7,50,49.5,41,15,63,17,61,0,2,0
1617,4,"E_setacea_setacea",630,530,2.54,58.34,18.61,1,0,7.83,1.28,30.41,7,30,34,31,16,54,16,54,0,2,0
1610,4,"E_setacea_setacea",660,480,2.01,79.83,24.72,1,0,28.38,1.53,50.76,10,50,47,43,17,60,17,59,0,2,0
1610,1,"E_setacea_setacea",400,260,1.85,61.87,24.99,1,0,19.63,1.38,42.01,7,55,47,45.5,15.5,64,15,62.5,0,2,0
1629,1,"E_setacea_setacea",720,515,2.11,62.62,28.54,1,0,42.82,1.35,48.44,8,44,47,40,16,60,15,59,0,2,0
1629,3,"E_setacea_setacea",640,390,1.73,59.22,33.32,1,0,28.79,1.46,69.02,15,61,43,39,17,57,14,54,0,2,0
1633,2,"E_setacea_setacea",400,325,1.11,74.6,25.76,1,0,21.79,1.27,31.68,5,51,60,59,14,52.5,15,52,0,2,0
1557,3,"E_setacea_setacea",355,360,1.46,34.65,3.31,1,0,5.09,0.81,20.24,4,34,41,38,17,53,13,52,0,2,0
1564,4,"E_setacea_setacea",295,215,2.46,76.38,20.49,1,0,12.81,1.22,49.08,9,45,51,45,15,60,19,60,0,2,0
1569,3,"E_setacea_setacea",240,210,2.61,38.98,16.95,1,0,10.98,1.23,53.26,9,43,47,47.5,18,54,12.5,50,0,2,0
1577,2,"E_setacea_setacea",485,265,2.16,92.57,22.37,1,0,19.64,1.51,53.27,13,50,56,54,17,56.5,18,55,0,2,0
1587,2,"E_setacea_setacea",830,800,1.68,45.25,16.88,1,0,21.84,0.69,17.41,3,25,42,35,19,51,15,49.5,0,2,0
1593,1,"E_setacea_setacea",375,360,1.95,52.04,10.04,1,0,18.09,1,26.06,8,12,51.5,52,16,53,17,52.5,0,2,0
1600,2,"E_setacea_setacea",330,260,3.07,31.94,15.39,0,0,6.56,1.27,30.78,6,24,64.5,62,21,74,31,73,0,2,0
1610,3,"E_setacea_setacea",390,295,1.98,62.86,20.13,1,0,14.02,1.14,32.69,7,37,40.5,39,17,55,17,54,0,2,0
1617,5,"E_setacea_setacea",690,640,1.11,62.43,14.46,1,0,18.66,1.31,30.81,5,51,47.5,42,19,61,19,61,0,2,0
1629,2,"E_setacea_setacea",790,585,3.16,79.39,36.62,1,0,47.36,1.49,48.76,11,34,44,36,19,55,17,53,0,2,0
1631,2,"E_setacea_scabra",140,105,2,27.03,11.87,1,0,6.82,0.98,36.52,8,16,46,45,18,60.5,25,59.5,0,2,0
1636,1,"E_setacea_scabra",530,415,2.08,71.72,18.74,1,0,12.59,1.18,47.81,8,70,62,62,19,71.5,37,71,0,2,0
1644,1,"E_setacea_scabra",395,290,4.59,71.83,29.92,0,0,16.83,1.53,57.29,14,49,45.5,47.5,14,64,33,63.5,0,2,0
1641,1,"E_setacea_scabra",205,145,1.04,32.82,15.82,1,0,7.37,0.95,27.05,5,34,31,28,15,57,26,57,0,2,0
3,3,"E_rehmannii_subspicata",490,360,4.59,77.53,47.07,0,0,46.95,1.05,40.64,9,11.5,69,59,20,68,60,62,8,1,1
1590,1,"E_rehmannii_subspicata",700,715,3.14,144.03,38.77,0,0,68.33,1.03,22.28,3,39,66,62,21,68,59,62.5,9,1,1
1590,3,"E_rehmannii_subspicata",1135,1020,4.86,161.16,44.52,0,0,75.19,1.46,85.86,19,62,64,61.5,18,65,58,60.5,10,1,1
1659,6,"E_rehmannii_subspicata",680,520,4.82,103.83,43.22,0,0,63,0.87,49.74,10,43,79,73.5,17,78,70,73,7,1,1
1659,4,"E_rehmannii_subspicata",440,320,3.39,96.67,37.52,0,0,113.24,1.09,51.04,12,40,76,70,20,78,70,72.5,8,1,1
1660,4,"E_rehmannii_subspicata",460,370,1.82,25.67,24.81,1,1,99.29,1.56,34.34,8,17.5,45.5,44.5,13,45,42,42,9,1,1
1660,5,"E_rehmannii_subspicata",430,350,1.54,29.09,17.93,1,1,89.07,1.26,23.05,6,27,39.5,37.5,16,46,42,44,6,1,1
1647,1,"E_rehmannii_rehmannii",780,640,3.26,93.14,22.66,0,0,79.51,1.13,48.7,8,44,69,68,16,65.5,59,60,9,0,1
1649,1,"E_rehmannii_rehmannii",990,620,3.79,83.77,55.22,0,0,165.5,1.84,108.51,30,52,53,51,18,59,52,55.5,0,0,1
1649,2,"E_rehmannii_rehmannii",760,530,3.22,132,31.78,0,0,67.72,1.04,66.59,20,74,57,55,20.5,59,55.5,58.5,7,0,1
1652,2,"E_rehmannii_rehmannii",700,620,4.24,119.68,60.85,0,0,88.31,0.91,35.47,7,27,60,57.5,22,70.5,62,67,5,0,1
1652,3,"E_rehmannii_rehmannii",930,790,5.42,146.69,40.54,0,0,90.52,0.72,71.76,15,61,60.5,62,22,72,61,68,11,0,1
1653,1,"E_rehmannii_rehmannii",645,565,3.26,101,45.96,0,0,102.47,1.37,53.63,12,68,69,70,21,78.5,71,75.5,7,1,1
1653,2,"E_rehmannii_rehmannii",640,445,3.22,82.71,53.28,0,0,113.79,1.18,56.5,13,70,72.5,74,21,79.5,72,76.5,6,1,1
1567,3,"E_rehmannii_filiformis",295,290,0.9,15.02,10.8,1,0,29.4,0.56,7.25,1,15,37,37,14,43,33,39,20,0,1
1567,2,"E_rehmannii_filiformis",685,675,1.41,52.44,31.71,1,1,121.22,1.01,9.99,1,47,71.5,68,14,58,46.5,52,21,0,1
1571,2,"E_rehmannii_filiformis",600,595,0.74,14.99,10.51,1,1,77.67,0.52,6.92,1,39,56.5,56,14,55,44,50,16,0,1
1571,1,"E_rehmannii_filiformis",345,325,0.86,18.85,20.07,1,1,56.04,0.52,7.1,1,30,50,47,13,51,39,46,12,0,1
1589,2,"E_setacea_disticha",190,165,2.14,24.66,4.63,2,0,4.6,1.2,15.84,5,9,48,47,14,48,24,45,0,2,0
1597,2,"E_setacea_disticha",110,105,1.28,13.41,3.58,1,0,2.16,0.74,5.94,1,40,37,38,12.5,41,11,40,0,2,0
1598,3,"E_setacea_disticha",115,105,0.93,12.73,4.54,2,0,2.59,0.79,7.74,1,11,25,27,14,38.5,12,36,0,2,0
1599,3,"E_setacea_disticha",145,125,1.46,29.8,6.84,1,0,5.2,0.7,13.4,3,14,41.5,45,14,50,18,49,0,2,0
1572,2,"E_setacea_uniflora",395,360,1.51,45.23,17.57,0,0,20.95,0.46,18.28,4,16,47,45,12,41,15,38.5,0,2,0
1604,4,"E_setacea_uniflora",730,705,1.08,76.71,25.2,0,0,60.88,0.35,9.57,2,27,48,48,13,44,17,40,0,2,0
1559,4,"E_rupestris_rupestris",325,210,3.22,38.88,12.66,2,0,5.22,1.05,36.19,8,39,19.5,19.5,18,49,24,49,0,2,0
1605,4,"E_rupestris_rupestris",290,220,3.52,34.81,15.79,2,0,5.17,1.26,36.44,9,30.5,17,19,18,44,18,42,0,2,0
1634,3,"E_rupestris_rupestris",410,335,2.92,37.83,16.21,2,0,5.33,1.46,22.34,4,51,21,21,16,50.5,18,49,0,2,0
1655,4,"E_rupestris_rupestris",345,230,2.32,30.48,15.62,2,0,5.48,0.95,27.9,6,65,21,20,16,52,26,50,0,2,0
1565,3,"E_rupestris_dodii",275,275,1.08,44.43,20.4,1,0,47.36,0.63,12.6,3,17,15,14,10,41.5,13,40,0,2,0
1578,1,"E_rupestris_dodii",185,195,1.26,74.3,13.25,1,0,34.45,0.54,10.53,1,67,16,18,9,48,18,45,0,2,0
1602,5,"E_rupestris_dodii",170,165,0.84,66.06,9.73,1,0,26.1,0.5,9.1,1,52,15,14,11,49,17,48,0,2,0
1616,3,"E_rupestris_dodii",185,165,0.8,40.48,9.11,1,0,8.62,0.44,9.15,1,38,12,14,13,48,14,44,0,2,0
1639,1,"E_rupestris_dodii",240,170,1.22,35.42,11.64,1,0,35.27,0.42,13.02,2,40,14,14,11,39,12,38,0,2,0
1558,5,"E_rupestris_tricostata",465,455,1.3,26.04,9.04,1,0,7.54,0.91,15.33,3,28,20,20,11.5,44.5,11,42,0,2,0
1579,5,"E_rupestris_tricostata",470,390,2.8,40.18,54.27,1,1,113.64,1.28,37.29,9,25,14,17,13,56,22,49,0,2,0
1586,1,"E_rupestris_tricostata",410,395,1.4,48.43,18.07,1,0,35.47,1.15,15.81,3,24,25,35,18,52,14,51,0,2,0
1594,2,"E_rupestris_tricostata",500,390,1.62,15.2,48.68,1,1,151.93,1.05,23.6,5,8,19,18,12,52,12.5,51,0,2,0
1603,6,"E_rupestris_tricostata",470,350,1.39,60.13,48.67,1,0,143.06,0.98,39.6,7,6.5,19,19,11,57,18,53,0,2,0
1618,2,"E_rupestris_tricostata",420,370,1.46,44.08,17.34,1,0,48.41,0.72,21.75,5,31,11,11,13.5,45,11.5,45,0,2,0
1621,4,"E_rupestris_tricostata",380,295,1.96,70.16,25.31,1,0,19.2,0.77,45.1,8,47,21,17,14,50,15,49,0,2,0
1632,4,"E_rupestris_tricostata",370,295,1.12,68.47,22.4,1,0,54.77,0.7,29.11,4,38.5,26,25,15,56,21,54,0,2,0
1648,2,"E_rupestris_tricostata",295,200,1.4,84.72,26.35,1,0,50.59,0.73,35.62,7,46,15,15,15,54,16,51.5,0,2,0
1657,1,"E_rupestris_tricostata",300,280,0.85,19.88,26.04,1,0,32.25,0.9,17.87,3,28,22,24,13,53,15,50,0,2,0
1661,2,"E_rupestris_tricostata",770,660,0.92,8.51,40.42,1,0,134.18,1.37,33.5,6,5,22,21,12,45,13,44,0,2,0
3,6,"E_rehmannii_subspicata",540,330,7.08,94.81,48.17,0,0,138.09,1.8,64.51,16,56,68,64,22,72,67,67,10,0,1
1590,6,"E_rehmannii_subspicata",770,630,5.72,166.34,52.26,0,0,89.44,1.07,94.78,14,31,68,63,22,70,61,66,11,1,1
1659,2,"E_rehmannii_subspicata",455,550,4.26,98.75,25.51,0,0,71.76,1.15,29.35,6,46,65,64,19,71,62.5,65,8,1,1
1660,2,"E_rehmannii_subspicata",490,410,1.64,31.28,23.31,1,1,81.9,1.54,33.64,7,10,33,32,13,42,37.5,39,3,0,1
1649,3,"E_rehmannii_rehmannii",895,555,4.01,139.68,45.54,0,0,73.04,1.3,86.92,20,46,60,58,15,62,58,58,2,0,1
1652,5,"E_rehmannii_rehmannii",680,330,4.76,87.97,34.47,0,0,93.69,1.12,74.53,16,91,69,66,20,74,63,68,8,0,1
1653,4,"E_rehmannii_rehmannii",675,455,3.62,91.22,37.24,0,0,63.32,1.45,84.47,26,50,62,64,18,76,67,72,6,1,1
1,1,"E_rehmannii_filiformis",985,900,2.42,112.68,38.01,0,0,86.42,0.75,29.09,4,34,68,69,17,63,56,58,22,0,1
4,5,"E_rehmannii_filiformis",400,370,0.88,30.4,23.67,1,0,84.45,0.81,28.23,6,17.5,59,64,16,51,48,49,8,1,1
1567,5,"E_rehmannii_filiformis",590,555,0.96,32.74,23.95,1,1,83.16,0.71,8.08,1,35.5,62,60,14,51,40,43,17,0,1
1591,4,"E_rehmannii_filiformis",590,575,0.96,23.12,11.97,1,1,62.89,0.58,11.01,2,46,57,57,16,54.5,42,50,13,0,0
1592,6,"E_rehmannii_filiformis",490,480,0.68,20.54,10.2,0,1,46.45,0.46,6.1,1,39,47,45,17,47,40.5,44,9,0,1
1615,2,"E_rehmannii_filiformis",210,210,0.66,12.53,10.4,1,0,53.6,0.47,6.02,1,25,50,51,14,46,39,42,6,0,1
1566,3,"E_ramosa_aphylla",620,360,1.09,13.67,90.99,1,1,66.12,1.72,82.83,20,116,103,99,26,76.5,65,71,20,1,1
1570,4,"E_ramosa_aphylla",360,315,0.64,9.34,41.11,1,1,153.6,1.42,34.29,6,38,77,79,20,62,56,62,0,1,1
1576,1,"E_ramosa_aphylla",515,375,0.98,9.98,71.62,1,1,128.47,1.84,68.75,20,44,68,70,19.5,61,50,57,20,1,1
1601,4,"E_ramosa_aphylla",565,455,1.14,19.16,49.86,1,1,131.2,1.33,31.01,10,43,61,60,16,54,49,52,5,1,1
1609,4,"E_ramosa_aphylla",615,485,1.32,19.51,46.51,1,1,178,1.68,58.77,21,58,64,62,20,65,56,60,0,1,1
1622,5,"E_ramosa_aphylla",595,465,0.6,7,45.6,1,1,122.65,1.38,44.07,9,39,58,61,17,62,54,58,0,1,1
1560,3,"E_ramosa_ramosa",390,325,0.83,4.23,38.02,1,1,84.1,1.74,43.25,15,42,54,57.5,19,63.5,53,60,0,1,1
1585,1,"E_ramosa_ramosa",780,620,0.91,5.28,42.72,1,1,123.36,2.35,59.5,21,54,52.5,56,18,59,50.5,56,0,1,1
1606,5,"E_ramosa_ramosa",420,310,1.09,6.05,40.59,1,1,93.37,2.01,31.53,9,54,55,57,18,55,49,50.5,0,1,1
1611,4,"E_ramosa_ramosa",915,775,1.46,7.2,71.5,1,1,166,3.06,99.31,34,89,65,70,25,75,66,71,0,1,1
1624,4,"E_ramosa_ramosa",520,230,0.92,4.37,68.98,1,1,226,2.41,64.62,19,52,67,70.5,23.5,86,72.6,83,0,1,1
1626,1,"E_ramosa_ramosa",685,405,1.99,20.75,49.09,1,1,157.16,1.95,50.44,13,66,59,59,23,63,60,61,0,1,1
1635,4,"E_ramosa_ramosa",550,385,0.44,4.95,48.89,1,1,101.75,2.08,40.95,6,34,81.5,82.5,20,79,64,71,0,1,1
1643,5,"E_ramosa_ramosa",1165,995,0.76,6.4,79.79,1,1,126.81,3.11,108.39,19,63,83.5,88,24,86,77.5,81,0,1,1
1645,3,"E_ramosa_ramosa",780,555,0.97,24.44,66.45,1,1,148.89,1.83,57.03,9,93,67.5,68,17,67.5,63,68.5,0,1,1
1654,5,"E_ramosa_ramosa",555,425,0.55,2.93,39.27,1,1,92.08,2.3,47.94,7,87,67,67,19,71,56,67,0,1,1
1656,2,"E_ramosa_ramosa",925,720,0.43,5.05,46.99,1,1,135.06,3.34,81.29,21,35,62,68,18,69.5,64,64,0,0,1
1570,2,"E_ramosa_aphylla",535,470,0.68,9.64,38.34,1,1,104.57,1.89,39.02,8,75,79,82,16,66.5,53,63,0,1,1
1593,2,"E_setacea_setacea",690,675,1.18,35.09,10.34,1,0,12.14,1.32,35.27,9,15,67,60,15,56,19,54,0,2,0
1593,4,"E_setacea_setacea",705,650,1.68,37.61,11.43,1,0,9.04,1.33,26.53,9,13,63,62,15.5,59,20,55.5,0,2,0
1628,3,"E_microlaena",230,180,1.14,113.12,44.16,1,0,130.01,2.09,97.21,6,66,36,57,24,300,157,300,0,1,1
1646,1,"E_dura",1010,515,8.01,199,60.41,0,0,141.5,2.27,133.69,32,56,28,49,23,153.5,96,153.5,0,1,1
1625,1,"E_longifolia",1160,605,5.26,296,88.43,1,1,117.99,2.91,275,94,61,87,104.5,36,134,128,133,20,1,1
1638,1,"E_dura",290,240,3.78,234.5,53.44,0,0,40.24,1.17,77.7,12,42,22,34,21.5,133,69,132,0,1,1
1555,1,"E_capensis",915,450,8.56,152.02,58.29,0,0,155.19,2.57,163.5,78,50,62,63,28,104,99,103,17,1,1
1556,1,"E_bulbosa",335,220,2.56,57.52,46.62,0,0,55.96,1.48,69.19,28,29,42,48,25.5,90.5,87,90.5,15,1,1
1544,1,"E_ottonis",1075,410,2.83,114.16,190.5,0,0,259,2.97,210,197,90,84,89,23.5,109,92,108,23,1,1
1519,1,"E_melicoides",345,175,2.68,72.29,75.44,0,0,115,1.16,133.62,89,26,33,33,13,34,21.5,33,0,2,0
1516,1,"E_eburnea",375,135,3.41,141.98,72.96,0,0,155.5,1.2,90.48,29,63,45,57,30,139,120,138.5,0,1,1
1552,1,"E_erecta",695,625,12.93,184.5,46.18,0,0,66.21,2.02,166.5,208,23,19,26,15,40,34,30,13,0,0
1525,1,"E_longiflora",485,220,8.15,142.5,29.83,0,0,74.88,2.07,150,89,15,33,43,19,171,133.5,167,8,1,1
1543,1,"E_triandra",385,165,4.18,68.44,27.95,0,0,57.7,0.52,112.43,57,37,33,39,19,115,119,113,8,1,1
1542,1,"E_delicatula",430,260,6.55,151,44.2,0,0,49.95,0.86,122.11,90,31,20,22,11,26,22.5,25,8,1,0
1532,1,"E_barbinodis",750,490,2.18,79.36,85.49,1,0,63.14,2.07,126.46,43,39,83,95,26,138,109,136,15,1,1
1550,1,"E_villosa_villosa",795,665,4.1,123.23,72.57,1,1,135,2.19,109.53,27,74,94,103,27,131,112,130,0,1,1
695,1,"E_microlaena",975,405,1.48,280,46.66,1,0,152,2.35,122.51,20,135,36.5,54,24,295,149,295,0,1,1
1551,1,"E_thunbergii",1030,570,4.25,151.17,67.03,1,0,113.16,1.92,197,60,101,59.5,72,27,147,122,146,0,1,1
1547,1,"E_brevifolia_brevifolia",420,185,2.79,32.63,34.43,0,0,58.49,0.62,117.34,59,24,31,31,8,28,16,28,0,2,1
1534,1,"E_calycina_robust",850,510,3.11,298,131.3,1,0,118.75,2.05,266,140,26,69,69,20,90.5,71,90,0,1,1
1517,1,"E_calycina_robust",795,390,3.5,279,130.97,1,0,100.9,1.81,220,97,68,60.5,62,21,82,66,83,0,1,1
1526,1,"E_brevifolia_cuspidata",575,320,4.06,48,46.37,0,0,50.17,0.95,142.5,106,44,43.5,44,12,41,22.5,40,0,1,1
1535,1,"E_pusilla",345,85,4.42,28.13,35.48,0,0,68.09,1.07,79.94,25,36,52,53,18.5,95,57,95,0,1,1
1544,1,"E_calycina_clanwilliam",1525,865,6.9,495,189,0,0,112.15,3.76,315,650,17,55,55,16,55.5,46,53.5,0,1,1
1523,1,"E_calycina_gracile",725,345,2.59,125.16,92.16,1,0,89.82,1.48,137.98,45,39,63.5,63,17,73.5,63,72,0,1,1
