generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
193000,1544,1629-3,0,0.120834,-0.00580308,0.00637803,0
194000,1544,1629-3,0,0.121791,0.018021,0.0090483,0
195000,1544,1629-3,0,0.168198,-0.0145797,0.032542,0
196000,1544,1629-3,0,0.141086,-0.00398593,0.0210616,0
197000,1544,1629-3,0,0.188512,-0.0163623,0.0649556,0
198000,1544,1629-3,0,0.147353,-0.0149145,0.0228007,0
199000,1544,1629-3,0,0.194736,-0.0255057,0.0221428,0
200000,1544,1629-3,0,0.0985647,0.0261623,0.0197724,0
201000,1544,1629-3,0,0.132893,0.0074534,0.119397,0
202000,1544,1629-3,0,0.241722,-0.0131345,0.0915871,0
203000,1544,1629-3,0,0.1208,-0.00315342,0.0231848,0
204000,1544,1629-3,0,0.137483,0.0103568,0.0539859,0
205000,1544,1629-3,0,0.136703,0.0137441,0.0696288,0
206000,1544,1629-3,0,0.294017,-0.0291699,0.000724066,0
207000,1544,1629-3,0,0.300935,-0.0295633,0.103767,0
208000,1544,1629-3,0,0.226366,-0.0183849,0.0297707,0
209000,1544,1629-3,0,0.100055,0.0408576,0.012931,0
210000,1544,1629-3,0,0.285251,-0.0424104,0.00670176,0
211000,1544,1629-3,0,0.063991,0.0355039,0.0143692,0
212000,1544,1629-3,0,0.218892,-0.0158965,0.0165919,0
213000,1544,1629-3,0,0.0805549,0.0505211,0.0318698,0
213000,1655-1,NA,27.8518,0.743089,-0.0002037,1.39043,0
213000,1628-3,NA,27.749,0.0265224,0.0621979,0.819596,0
214000,1544,1629-3,0,0.118498,0.0246539,0.0588709,0
215000,1544,1629-3,0,0.129679,-0.005561,0.000563519,0
216000,1544,1629-3,0,0.16072,-0.0127713,0.0864234,0
217000,1544,1629-3,0,0.323606,-0.0310971,0.100177,0
218000,1544,1629-3,0,0.396933,-0.0205823,0.152035,0
219000,1544,1629-3,0,0.284636,-0.0274765,0.0436054,0
220000,1544,1629-3,0,0.232243,-0.0291503,0.0276837,0
221000,1544,1629-3,0,0.177811,-0.0123385,0.00204911,0
222000,1544,1629-3,0,0.316811,-0.0167182,0.128125,0
223000,1544,1629-3,0,0.122013,0.0134935,0.07149,0
224000,1544,1629-3,0,0.0935855,0.0335085,0.049864,0
225000,1544,1629-3,0,0.0449782,0.0781577,0.00440261,0
226000,1544,1629-3,0,0.0699779,0.0767878,0.0202117,0
227000,1544,1629-3,0,0.344572,-0.0315023,0.144585,0
228000,1544,1629-3,0,0.147357,-0.00366935,0.0281928,0
229000,1544,1629-3,0,0.23217,-0.0233209,0.0659868,0
230000,1544,1629-3,0,0.0824471,0.0686374,0.0537382,0
231000,1544,1629-3,0,0.125037,0.00143212,0.000798905,0
232000,1544,1629-3,0,0.389319,-0.0380583,0.0850606,0
233000,1544,1629-3,0,0.210204,-0.02474,0.004932,0
234000,1544,1629-3,0,0.267137,-0.0186173,0.0645623,0
235000,1544,1629-3,0,0.117561,0.00583024,0.00580618,0
236000,1544,1629-3,0,0.106872,0.015033,0.00427578,0
236000,1629-3,1602-3,25.6524,0.0616451,-0.0655315,0.0195039,0
237000,1544,1629-3,0,0.0916493,0.0333845,0.00746007,0
238000,1544,1629-3,0,0.121741,0.0045444,0.0437021,0
238000,1542,1543,23.3601,0.0150506,-0.0376582,0.518437,0
239000,1544,1629-3,0,0.0565301,0.0421481,0.0113076,0
240000,1544,1629-3,0,0.155295,-0.0164074,0.00277142,0
241000,1544,1629-3,0,0.166161,-0.00871052,0.0120028,0
242000,1544,1629-3,0,0.152048,-0.0111975,0.0198411,0
243000,1544,1629-3,0,0.11408,0.00825186,0.0535803,0
244000,1544,1629-3,0,0.0878474,0.0193547,0.000222247,0
244000,1649-1,NA,27.7936,0.891096,0.0246404,0.00132162,0
245000,1544,1629-3,0,0.0975708,0.00318918,0.00344324,0
246000,1544,1629-3,0,0.0983459,0.0259057,0.0437886,0
247000,1544,1629-3,0,0.155567,-0.00746234,0.00518155,0
248000,1544,1629-3,0,0.12032,0.00189806,0.0357976,0
249000,1544,1629-3,0,0.158776,-0.00928217,0.0110666,0
250000,1544,1629-3,0,0.129054,0.00754878,0.0226782,0
251000,1544,1629-3,0,0.108271,0.00917617,0.0105307,0
252000,1544,1629-3,0,0.0929039,0.0088999,0.0383324,0
253000,1544,1629-3,0,0.135414,0.00175856,0.0579569,0
254000,1544,1629-3,0,0.354246,-0.0491319,0.00439234,0
254000,1644-2,NA,28.4259,0.172756,0.0399391,0.716961,0
255000,1544,1629-3,0,0.16369,-0.015869,0.00481622,0
256000,1544,1629-3,0,0.110394,0.0191282,0.0401647,0
257000,1544,1629-3,0,0.103426,0.0187055,0.0266199,0
258000,1544,1629-3,0,0.212884,-0.0143564,0.0490339,0
259000,1544,1629-3,0,0.246091,-0.0164097,0.0793077,0
260000,1544,1629-3,0,0.0949228,0.0438577,0.0337248,0
261000,1544,1629-3,0,0.120831,0.000370397,0.0122684,0
262000,1544,1629-3,0,0.0991326,0.0819037,0.0227624,0
263000,1544,1629-3,0,0.0763182,0.0424487,0.0139967,0
264000,1544,1629-3,0,0.0761613,0.048436,0.0101125,0
265000,1544,1629-3,0,0.140554,-0.000722052,0.0107323,0
265000,1525,NA,26.2771,0.0695752,-0.030663,0.0399113,0
266000,1544,1629-3,0,0.167287,-0.0108161,0.0171164,0
267000,1544,1629-3,0,0.102389,0.00354987,0.0140614,0
268000,1544,1629-3,0,0.298986,-0.0318969,0.0873865,0
269000,1544,1629-3,0,0.197379,-0.00960034,0.011497,0
269000,1657-2,NA,28.3698,0.717629,-0.0326901,0.783687,0
270000,1544,1629-3,0,0.138613,0.00366793,0.103285,0
271000,1544,1629-3,0,0.106704,0.00213516,0.0621538,0
272000,1544,1629-3,0,0.0697985,0.0550568,0.0406469,0
273000,1544,1629-3,0,0.215541,-0.0315657,0.0189452,0
274000,1544,1629-3,0,0.15894,-0.0113941,0.0476337,0
275000,1544,1629-3,0,0.2566,-0.0151671,0.0491075,0
276000,1544,1629-3,0,0.0821403,0.0309228,0.00177292,0
277000,1544,1629-3,0,0.169789,-0.0126899,0.019051,0
278000,1544,1629-3,0,0.105373,0.000294158,0.0508792,0
279000,1544,1629-3,0,0.107846,0.0240172,0.0163693,0
279000,1550,NA,28.3666,1.13689,-0.0774251,0.0765877,0
280000,1544,1629-3,0,0.171974,-0.0101199,0.0449117,0
281000,1544,1629-3,0,0.0853907,0.0371646,0.0025414,0
